Codepoint,Form,Name
"FB1E","◌ﬞ","HEBREW POINT JUDEO-SPANISH VARIKA"
"FE00","◌︀","VARIATION SELECTOR-1"
"FE01","◌︁","VARIATION SELECTOR-2"
"FE02","◌︂","VARIATION SELECTOR-3"
"FE03","◌︃","VARIATION SELECTOR-4"
"FE04","◌︄","VARIATION SELECTOR-5"
"FE05","◌︅","VARIATION SELECTOR-6"
"FE06","◌︆","VARIATION SELECTOR-7"
"FE07","◌︇","VARIATION SELECTOR-8"
"FE08","◌︈","VARIATION SELECTOR-9"
"FE09","◌︉","VARIATION SELECTOR-10"
"FE0A","◌︊","VARIATION SELECTOR-11"
"FE0B","◌︋","VARIATION SELECTOR-12"
"FE0C","◌︌","VARIATION SELECTOR-13"
"FE0D","◌︍","VARIATION SELECTOR-14"
"FE0E","◌︎","VARIATION SELECTOR-15"
"FE0F","◌️","VARIATION SELECTOR-16"
"FE20","◌︠","COMBINING LIGATURE LEFT HALF"
"FE21","◌︡","COMBINING LIGATURE RIGHT HALF"
"FE22","◌︢","COMBINING DOUBLE TILDE LEFT HALF"
"FE23","◌︣","COMBINING DOUBLE TILDE RIGHT HALF"
"FE24","◌︤","COMBINING MACRON LEFT HALF"
"FE25","◌︥","COMBINING MACRON RIGHT HALF"
"FE26","◌︦","COMBINING CONJOINING MACRON"
"FE27","◌︧","COMBINING LIGATURE LEFT HALF BELOW"
"FE28","◌︨","COMBINING LIGATURE RIGHT HALF BELOW"
"FE29","◌︩","COMBINING TILDE LEFT HALF BELOW"
"FE2A","◌︪","COMBINING TILDE RIGHT HALF BELOW"
"FE2B","◌︫","COMBINING MACRON LEFT HALF BELOW"
"FE2C","◌︬","COMBINING MACRON RIGHT HALF BELOW"
"FE2D","◌︭","COMBINING CONJOINING MACRON BELOW"
"FE2E","◌︮","COMBINING CYRILLIC TITLO LEFT HALF"
"FE2F","◌︯","COMBINING CYRILLIC TITLO RIGHT HALF"
"101FD","◌𐇽","PHAISTOS DISC SIGN COMBINING OBLIQUE STROKE"
"102E0","◌𐋠","COPTIC EPACT THOUSANDS MARK"
"10376","◌𐍶","COMBINING OLD PERMIC LETTER AN"
"10377","◌𐍷","COMBINING OLD PERMIC LETTER DOI"
"10378","◌𐍸","COMBINING OLD PERMIC LETTER ZATA"
"10379","◌𐍹","COMBINING OLD PERMIC LETTER NENOE"
"1037A","◌𐍺","COMBINING OLD PERMIC LETTER SII"
"10A01","◌𐨁","KHAROSHTHI VOWEL SIGN I"
"10A02","◌𐨂","KHAROSHTHI VOWEL SIGN U"
"10A03","◌𐨃","KHAROSHTHI VOWEL SIGN VOCALIC R"
"10A05","◌𐨅","KHAROSHTHI VOWEL SIGN E"
"10A06","◌𐨆","KHAROSHTHI VOWEL SIGN O"
"10A0C","◌𐨌","KHAROSHTHI VOWEL LENGTH MARK"
"10A0D","◌𐨍","KHAROSHTHI SIGN DOUBLE RING BELOW"
"10A0E","◌𐨎","KHAROSHTHI SIGN ANUSVARA"
"10A0F","◌𐨏","KHAROSHTHI SIGN VISARGA"
"10A38","◌𐨸","KHAROSHTHI SIGN BAR ABOVE"
"10A39","◌𐨹","KHAROSHTHI SIGN CAUDA"
"10A3A","◌𐨺","KHAROSHTHI SIGN DOT BELOW"
"10A3F","◌𐨿","KHAROSHTHI VIRAMA"
"10AE5","◌𐫥","MANICHAEAN ABBREVIATION MARK ABOVE"
"10AE6","◌𐫦","MANICHAEAN ABBREVIATION MARK BELOW"
"10D24","◌𐴤","HANIFI ROHINGYA SIGN HARBAHAY"
"10D25","◌𐴥","HANIFI ROHINGYA SIGN TAHALA"
"10D26","◌𐴦","HANIFI ROHINGYA SIGN TANA"
"10D27","◌𐴧","HANIFI ROHINGYA SIGN TASSI"
"10EAB","◌𐺫","YEZIDI COMBINING HAMZA MARK"
"10EAC","◌𐺬","YEZIDI COMBINING MADDA MARK"
"10EFD","◌𐻽","ARABIC SMALL LOW WORD SAKTA"
"10EFE","◌𐻾","ARABIC SMALL LOW WORD QASR"
"10EFF","◌𐻿","ARABIC SMALL LOW WORD MADDA"
"10F46","◌𐽆","SOGDIAN COMBINING DOT BELOW"
"10F47","◌𐽇","SOGDIAN COMBINING TWO DOTS BELOW"
"10F48","◌𐽈","SOGDIAN COMBINING DOT ABOVE"
"10F49","◌𐽉","SOGDIAN COMBINING TWO DOTS ABOVE"
"10F4A","◌𐽊","SOGDIAN COMBINING CURVE ABOVE"
"10F4B","◌𐽋","SOGDIAN COMBINING CURVE BELOW"
"10F4C","◌𐽌","SOGDIAN COMBINING HOOK ABOVE"
"10F4D","◌𐽍","SOGDIAN COMBINING HOOK BELOW"
"10F4E","◌𐽎","SOGDIAN COMBINING LONG HOOK BELOW"
"10F4F","◌𐽏","SOGDIAN COMBINING RESH BELOW"
"10F50","◌𐽐","SOGDIAN COMBINING STROKE BELOW"
"10F82","◌𐾂","OLD UYGHUR COMBINING DOT ABOVE"
"10F83","◌𐾃","OLD UYGHUR COMBINING DOT BELOW"
"10F84","◌𐾄","OLD UYGHUR COMBINING TWO DOTS ABOVE"
"10F85","◌𐾅","OLD UYGHUR COMBINING TWO DOTS BELOW"
"11000","◌𑀀","BRAHMI SIGN CANDRABINDU"
"11001","◌𑀁","BRAHMI SIGN ANUSVARA"
"11002","◌𑀂","BRAHMI SIGN VISARGA"
"11038","◌𑀸","BRAHMI VOWEL SIGN AA"
"11039","◌𑀹","BRAHMI VOWEL SIGN BHATTIPROLU AA"
"1103A","◌𑀺","BRAHMI VOWEL SIGN I"
"1103B","◌𑀻","BRAHMI VOWEL SIGN II"
"1103C","◌𑀼","BRAHMI VOWEL SIGN U"
"1103D","◌𑀽","BRAHMI VOWEL SIGN UU"
"1103E","◌𑀾","BRAHMI VOWEL SIGN VOCALIC R"
"1103F","◌𑀿","BRAHMI VOWEL SIGN VOCALIC RR"
"11040","◌𑁀","BRAHMI VOWEL SIGN VOCALIC L"
"11041","◌𑁁","BRAHMI VOWEL SIGN VOCALIC LL"
"11042","◌𑁂","BRAHMI VOWEL SIGN E"
"11043","◌𑁃","BRAHMI VOWEL SIGN AI"
"11044","◌𑁄","BRAHMI VOWEL SIGN O"
"11045","◌𑁅","BRAHMI VOWEL SIGN AU"
"11046","◌𑁆","BRAHMI VIRAMA"
"11070","◌𑁰","BRAHMI SIGN OLD TAMIL VIRAMA"
"11073","◌𑁳","BRAHMI VOWEL SIGN OLD TAMIL SHORT E"
"11074","◌𑁴","BRAHMI VOWEL SIGN OLD TAMIL SHORT O"
"1107F","◌𑁿","BRAHMI NUMBER JOINER"
"11080","◌𑂀","KAITHI SIGN CANDRABINDU"
"11081","◌𑂁","KAITHI SIGN ANUSVARA"
"11082","◌𑂂","KAITHI SIGN VISARGA"
"110B0","◌𑂰","KAITHI VOWEL SIGN AA"
"110B1","◌𑂱","KAITHI VOWEL SIGN I"
"110B2","◌𑂲","KAITHI VOWEL SIGN II"
"110B3","◌𑂳","KAITHI VOWEL SIGN U"
"110B4","◌𑂴","KAITHI VOWEL SIGN UU"
"110B5","◌𑂵","KAITHI VOWEL SIGN E"
"110B6","◌𑂶","KAITHI VOWEL SIGN AI"
"110B7","◌𑂷","KAITHI VOWEL SIGN O"
"110B8","◌𑂸","KAITHI VOWEL SIGN AU"
"110B9","◌𑂹","KAITHI SIGN VIRAMA"
"110BA","◌𑂺","KAITHI SIGN NUKTA"
"110C2","◌𑃂","KAITHI VOWEL SIGN VOCALIC R"
"11100","◌𑄀","CHAKMA SIGN CANDRABINDU"
"11101","◌𑄁","CHAKMA SIGN ANUSVARA"
"11102","◌𑄂","CHAKMA SIGN VISARGA"
"11127","◌𑄧","CHAKMA VOWEL SIGN A"
"11128","◌𑄨","CHAKMA VOWEL SIGN I"
"11129","◌𑄩","CHAKMA VOWEL SIGN II"
"1112A","◌𑄪","CHAKMA VOWEL SIGN U"
"1112B","◌𑄫","CHAKMA VOWEL SIGN UU"
"1112C","◌𑄬","CHAKMA VOWEL SIGN E"
"1112D","◌𑄭","CHAKMA VOWEL SIGN AI"
"1112E","◌𑄮","CHAKMA VOWEL SIGN O"
"1112F","◌𑄯","CHAKMA VOWEL SIGN AU"
"11130","◌𑄰","CHAKMA VOWEL SIGN OI"
"11131","◌𑄱","CHAKMA O MARK"
"11132","◌𑄲","CHAKMA AU MARK"
"11133","◌𑄳","CHAKMA VIRAMA"
"11134","◌𑄴","CHAKMA MAAYYAA"
"11145","◌𑅅","CHAKMA VOWEL SIGN AA"
"11146","◌𑅆","CHAKMA VOWEL SIGN EI"
"11173","◌𑅳","MAHAJANI SIGN NUKTA"
"11180","◌𑆀","SHARADA SIGN CANDRABINDU"
"11181","◌𑆁","SHARADA SIGN ANUSVARA"
"11182","◌𑆂","SHARADA SIGN VISARGA"
"111B3","◌𑆳","SHARADA VOWEL SIGN AA"
"111B4","◌𑆴","SHARADA VOWEL SIGN I"
"111B5","◌𑆵","SHARADA VOWEL SIGN II"
"111B6","◌𑆶","SHARADA VOWEL SIGN U"
"111B7","◌𑆷","SHARADA VOWEL SIGN UU"
"111B8","◌𑆸","SHARADA VOWEL SIGN VOCALIC R"
"111B9","◌𑆹","SHARADA VOWEL SIGN VOCALIC RR"
"111BA","◌𑆺","SHARADA VOWEL SIGN VOCALIC L"
"111BB","◌𑆻","SHARADA VOWEL SIGN VOCALIC LL"
"111BC","◌𑆼","SHARADA VOWEL SIGN E"
"111BD","◌𑆽","SHARADA VOWEL SIGN AI"
"111BE","◌𑆾","SHARADA VOWEL SIGN O"
"111BF","◌𑆿","SHARADA VOWEL SIGN AU"
"111C0","◌𑇀","SHARADA SIGN VIRAMA"
"111C9","◌𑇉","SHARADA SANDHI MARK"
"111CA","◌𑇊","SHARADA SIGN NUKTA"
"111CB","◌𑇋","SHARADA VOWEL MODIFIER MARK"
"111CC","◌𑇌","SHARADA EXTRA SHORT VOWEL MARK"
"111CE","◌𑇎","SHARADA VOWEL SIGN PRISHTHAMATRA E"
"111CF","◌𑇏","SHARADA SIGN INVERTED CANDRABINDU"
"1122C","◌𑈬","KHOJKI VOWEL SIGN AA"
"1122D","◌𑈭","KHOJKI VOWEL SIGN I"
"1122E","◌𑈮","KHOJKI VOWEL SIGN II"
"1122F","◌𑈯","KHOJKI VOWEL SIGN U"
"11230","◌𑈰","KHOJKI VOWEL SIGN E"
"11231","◌𑈱","KHOJKI VOWEL SIGN AI"
"11232","◌𑈲","KHOJKI VOWEL SIGN O"
"11233","◌𑈳","KHOJKI VOWEL SIGN AU"
"11234","◌𑈴","KHOJKI SIGN ANUSVARA"
"11235","◌𑈵","KHOJKI SIGN VIRAMA"
"11236","◌𑈶","KHOJKI SIGN NUKTA"
"11237","◌𑈷","KHOJKI SIGN SHADDA"
"1123E","◌𑈾","KHOJKI SIGN SUKUN"
"11241","◌𑉁","KHOJKI VOWEL SIGN VOCALIC R"
"112DF","◌𑋟","KHUDAWADI SIGN ANUSVARA"
"112E0","◌𑋠","KHUDAWADI VOWEL SIGN AA"
"112E1","◌𑋡","KHUDAWADI VOWEL SIGN I"
"112E2","◌𑋢","KHUDAWADI VOWEL SIGN II"
"112E3","◌𑋣","KHUDAWADI VOWEL SIGN U"
"112E4","◌𑋤","KHUDAWADI VOWEL SIGN UU"
"112E5","◌𑋥","KHUDAWADI VOWEL SIGN E"
"112E6","◌𑋦","KHUDAWADI VOWEL SIGN AI"
"112E7","◌𑋧","KHUDAWADI VOWEL SIGN O"
"112E8","◌𑋨","KHUDAWADI VOWEL SIGN AU"
"112E9","◌𑋩","KHUDAWADI SIGN NUKTA"
"112EA","◌𑋪","KHUDAWADI SIGN VIRAMA"
"11300","◌𑌀","GRANTHA SIGN COMBINING ANUSVARA ABOVE"
"11301","◌𑌁","GRANTHA SIGN CANDRABINDU"
"11302","◌𑌂","GRANTHA SIGN ANUSVARA"
"11303","◌𑌃","GRANTHA SIGN VISARGA"
"1133B","◌𑌻","COMBINING BINDU BELOW"
"1133C","◌𑌼","GRANTHA SIGN NUKTA"
"1133E","◌𑌾","GRANTHA VOWEL SIGN AA"
"1133F","◌𑌿","GRANTHA VOWEL SIGN I"
"11340","◌𑍀","GRANTHA VOWEL SIGN II"
"11341","◌𑍁","GRANTHA VOWEL SIGN U"
"11342","◌𑍂","GRANTHA VOWEL SIGN UU"
"11343","◌𑍃","GRANTHA VOWEL SIGN VOCALIC R"
"11344","◌𑍄","GRANTHA VOWEL SIGN VOCALIC RR"
"11347","◌𑍇","GRANTHA VOWEL SIGN EE"
"11348","◌𑍈","GRANTHA VOWEL SIGN AI"
"1134B","◌𑍋","GRANTHA VOWEL SIGN OO"
"1134C","◌𑍌","GRANTHA VOWEL SIGN AU"
"1134D","◌𑍍","GRANTHA SIGN VIRAMA"
"11357","◌𑍗","GRANTHA AU LENGTH MARK"
"11362","◌𑍢","GRANTHA VOWEL SIGN VOCALIC L"
"11363","◌𑍣","GRANTHA VOWEL SIGN VOCALIC LL"
"11366","◌𑍦","COMBINING GRANTHA DIGIT ZERO"
"11367","◌𑍧","COMBINING GRANTHA DIGIT ONE"
"11368","◌𑍨","COMBINING GRANTHA DIGIT TWO"
"11369","◌𑍩","COMBINING GRANTHA DIGIT THREE"
"1136A","◌𑍪","COMBINING GRANTHA DIGIT FOUR"
"1136B","◌𑍫","COMBINING GRANTHA DIGIT FIVE"
"1136C","◌𑍬","COMBINING GRANTHA DIGIT SIX"
"11370","◌𑍰","COMBINING GRANTHA LETTER A"
"11371","◌𑍱","COMBINING GRANTHA LETTER KA"
"11372","◌𑍲","COMBINING GRANTHA LETTER NA"
"11373","◌𑍳","COMBINING GRANTHA LETTER VI"
"11374","◌𑍴","COMBINING GRANTHA LETTER PA"
"11435","◌𑐵","NEWA VOWEL SIGN AA"
"11436","◌𑐶","NEWA VOWEL SIGN I"
"11437","◌𑐷","NEWA VOWEL SIGN II"
"11438","◌𑐸","NEWA VOWEL SIGN U"
"11439","◌𑐹","NEWA VOWEL SIGN UU"
"1143A","◌𑐺","NEWA VOWEL SIGN VOCALIC R"
"1143B","◌𑐻","NEWA VOWEL SIGN VOCALIC RR"
"1143C","◌𑐼","NEWA VOWEL SIGN VOCALIC L"
"1143D","◌𑐽","NEWA VOWEL SIGN VOCALIC LL"
"1143E","◌𑐾","NEWA VOWEL SIGN E"
"1143F","◌𑐿","NEWA VOWEL SIGN AI"
"11440","◌𑑀","NEWA VOWEL SIGN O"
"11441","◌𑑁","NEWA VOWEL SIGN AU"
"11442","◌𑑂","NEWA SIGN VIRAMA"
"11443","◌𑑃","NEWA SIGN CANDRABINDU"
"11444","◌𑑄","NEWA SIGN ANUSVARA"
"11445","◌𑑅","NEWA SIGN VISARGA"
"11446","◌𑑆","NEWA SIGN NUKTA"
"1145E","◌𑑞","NEWA SANDHI MARK"
"114B0","◌𑒰","TIRHUTA VOWEL SIGN AA"
"114B1","◌𑒱","TIRHUTA VOWEL SIGN I"
"114B2","◌𑒲","TIRHUTA VOWEL SIGN II"
"114B3","◌𑒳","TIRHUTA VOWEL SIGN U"
"114B4","◌𑒴","TIRHUTA VOWEL SIGN UU"
"114B5","◌𑒵","TIRHUTA VOWEL SIGN VOCALIC R"
"114B6","◌𑒶","TIRHUTA VOWEL SIGN VOCALIC RR"
"114B7","◌𑒷","TIRHUTA VOWEL SIGN VOCALIC L"
"114B8","◌𑒸","TIRHUTA VOWEL SIGN VOCALIC LL"
"114B9","◌𑒹","TIRHUTA VOWEL SIGN E"
"114BA","◌𑒺","TIRHUTA VOWEL SIGN SHORT E"
"114BB","◌𑒻","TIRHUTA VOWEL SIGN AI"
"114BC","◌𑒼","TIRHUTA VOWEL SIGN O"
"114BD","◌𑒽","TIRHUTA VOWEL SIGN SHORT O"
"114BE","◌𑒾","TIRHUTA VOWEL SIGN AU"
"114BF","◌𑒿","TIRHUTA SIGN CANDRABINDU"
"114C0","◌𑓀","TIRHUTA SIGN ANUSVARA"
"114C1","◌𑓁","TIRHUTA SIGN VISARGA"
"114C2","◌𑓂","TIRHUTA SIGN VIRAMA"
"114C3","◌𑓃","TIRHUTA SIGN NUKTA"
"115AF","◌𑖯","SIDDHAM VOWEL SIGN AA"
"115B0","◌𑖰","SIDDHAM VOWEL SIGN I"
"115B1","◌𑖱","SIDDHAM VOWEL SIGN II"
"115B2","◌𑖲","SIDDHAM VOWEL SIGN U"
"115B3","◌𑖳","SIDDHAM VOWEL SIGN UU"
"115B4","◌𑖴","SIDDHAM VOWEL SIGN VOCALIC R"
"115B5","◌𑖵","SIDDHAM VOWEL SIGN VOCALIC RR"
"115B8","◌𑖸","SIDDHAM VOWEL SIGN E"
"115B9","◌𑖹","SIDDHAM VOWEL SIGN AI"
"115BA","◌𑖺","SIDDHAM VOWEL SIGN O"
"115BB","◌𑖻","SIDDHAM VOWEL SIGN AU"
"115BC","◌𑖼","SIDDHAM SIGN CANDRABINDU"
"115BD","◌𑖽","SIDDHAM SIGN ANUSVARA"
"115BE","◌𑖾","SIDDHAM SIGN VISARGA"
"115BF","◌𑖿","SIDDHAM SIGN VIRAMA"
"115C0","◌𑗀","SIDDHAM SIGN NUKTA"
"115DC","◌𑗜","SIDDHAM VOWEL SIGN ALTERNATE U"
"115DD","◌𑗝","SIDDHAM VOWEL SIGN ALTERNATE UU"
"11630","◌𑘰","MODI VOWEL SIGN AA"
"11631","◌𑘱","MODI VOWEL SIGN I"
"11632","◌𑘲","MODI VOWEL SIGN II"
"11633","◌𑘳","MODI VOWEL SIGN U"
"11634","◌𑘴","MODI VOWEL SIGN UU"
"11635","◌𑘵","MODI VOWEL SIGN VOCALIC R"
"11636","◌𑘶","MODI VOWEL SIGN VOCALIC RR"
"11637","◌𑘷","MODI VOWEL SIGN VOCALIC L"
"11638","◌𑘸","MODI VOWEL SIGN VOCALIC LL"
"11639","◌𑘹","MODI VOWEL SIGN E"
"1163A","◌𑘺","MODI VOWEL SIGN AI"
"1163B","◌𑘻","MODI VOWEL SIGN O"
"1163C","◌𑘼","MODI VOWEL SIGN AU"
"1163D","◌𑘽","MODI SIGN ANUSVARA"
"1163E","◌𑘾","MODI SIGN VISARGA"
"1163F","◌𑘿","MODI SIGN VIRAMA"
"11640","◌𑙀","MODI SIGN ARDHACANDRA"
"116AB","◌𑚫","TAKRI SIGN ANUSVARA"
"116AC","◌𑚬","TAKRI SIGN VISARGA"
"116AD","◌𑚭","TAKRI VOWEL SIGN AA"
"116AE","◌𑚮","TAKRI VOWEL SIGN I"
"116AF","◌𑚯","TAKRI VOWEL SIGN II"
"116B0","◌𑚰","TAKRI VOWEL SIGN U"
"116B1","◌𑚱","TAKRI VOWEL SIGN UU"
"116B2","◌𑚲","TAKRI VOWEL SIGN E"
"116B3","◌𑚳","TAKRI VOWEL SIGN AI"
"116B4","◌𑚴","TAKRI VOWEL SIGN O"
"116B5","◌𑚵","TAKRI VOWEL SIGN AU"
"116B6","◌𑚶","TAKRI SIGN VIRAMA"
"116B7","◌𑚷","TAKRI SIGN NUKTA"
"1171D","◌𑜝","AHOM CONSONANT SIGN MEDIAL LA"
"1171E","◌𑜞","AHOM CONSONANT SIGN MEDIAL RA"
"1171F","◌𑜟","AHOM CONSONANT SIGN MEDIAL LIGATING RA"
"11720","◌𑜠","AHOM VOWEL SIGN A"
"11721","◌𑜡","AHOM VOWEL SIGN AA"
"11722","◌𑜢","AHOM VOWEL SIGN I"
"11723","◌𑜣","AHOM VOWEL SIGN II"
"11724","◌𑜤","AHOM VOWEL SIGN U"
"11725","◌𑜥","AHOM VOWEL SIGN UU"
"11726","◌𑜦","AHOM VOWEL SIGN E"
"11727","◌𑜧","AHOM VOWEL SIGN AW"
"11728","◌𑜨","AHOM VOWEL SIGN O"
"11729","◌𑜩","AHOM VOWEL SIGN AI"
"1172A","◌𑜪","AHOM VOWEL SIGN AM"
"1172B","◌𑜫","AHOM SIGN KILLER"
"1182C","◌𑠬","DOGRA VOWEL SIGN AA"
"1182D","◌𑠭","DOGRA VOWEL SIGN I"
"1182E","◌𑠮","DOGRA VOWEL SIGN II"
"1182F","◌𑠯","DOGRA VOWEL SIGN U"
"11830","◌𑠰","DOGRA VOWEL SIGN UU"
"11831","◌𑠱","DOGRA VOWEL SIGN VOCALIC R"
"11832","◌𑠲","DOGRA VOWEL SIGN VOCALIC RR"
"11833","◌𑠳","DOGRA VOWEL SIGN E"
"11834","◌𑠴","DOGRA VOWEL SIGN AI"
"11835","◌𑠵","DOGRA VOWEL SIGN O"
"11836","◌𑠶","DOGRA VOWEL SIGN AU"
"11837","◌𑠷","DOGRA SIGN ANUSVARA"
"11838","◌𑠸","DOGRA SIGN VISARGA"
"11839","◌𑠹","DOGRA SIGN VIRAMA"
"1183A","◌𑠺","DOGRA SIGN NUKTA"
"11930","◌𑤰","DIVES AKURU VOWEL SIGN AA"
"11931","◌𑤱","DIVES AKURU VOWEL SIGN I"
"11932","◌𑤲","DIVES AKURU VOWEL SIGN II"
"11933","◌𑤳","DIVES AKURU VOWEL SIGN U"
"11934","◌𑤴","DIVES AKURU VOWEL SIGN UU"
"11935","◌𑤵","DIVES AKURU VOWEL SIGN E"
"11937","◌𑤷","DIVES AKURU VOWEL SIGN AI"
"11938","◌𑤸","DIVES AKURU VOWEL SIGN O"
"1193B","◌𑤻","DIVES AKURU SIGN ANUSVARA"
"1193C","◌𑤼","DIVES AKURU SIGN CANDRABINDU"
"1193D","◌𑤽","DIVES AKURU SIGN HALANTA"
"1193E","◌𑤾","DIVES AKURU VIRAMA"
"11940","◌𑥀","DIVES AKURU MEDIAL YA"
"11942","◌𑥂","DIVES AKURU MEDIAL RA"
"11943","◌𑥃","DIVES AKURU SIGN NUKTA"
"119D1","◌𑧑","NANDINAGARI VOWEL SIGN AA"
"119D2","◌𑧒","NANDINAGARI VOWEL SIGN I"
"119D3","◌𑧓","NANDINAGARI VOWEL SIGN II"
"119D4","◌𑧔","NANDINAGARI VOWEL SIGN U"
"119D5","◌𑧕","NANDINAGARI VOWEL SIGN UU"
"119D6","◌𑧖","NANDINAGARI VOWEL SIGN VOCALIC R"
"119D7","◌𑧗","NANDINAGARI VOWEL SIGN VOCALIC RR"
"119DA","◌𑧚","NANDINAGARI VOWEL SIGN E"
"119DB","◌𑧛","NANDINAGARI VOWEL SIGN AI"
"119DC","◌𑧜","NANDINAGARI VOWEL SIGN O"
"119DD","◌𑧝","NANDINAGARI VOWEL SIGN AU"
"119DE","◌𑧞","NANDINAGARI SIGN ANUSVARA"
"119DF","◌𑧟","NANDINAGARI SIGN VISARGA"
"119E0","◌𑧠","NANDINAGARI SIGN VIRAMA"
"119E4","◌𑧤","NANDINAGARI VOWEL SIGN PRISHTHAMATRA E"
"11A01","◌𑨁","ZANABAZAR SQUARE VOWEL SIGN I"
"11A02","◌𑨂","ZANABAZAR SQUARE VOWEL SIGN UE"
"11A03","◌𑨃","ZANABAZAR SQUARE VOWEL SIGN U"
"11A04","◌𑨄","ZANABAZAR SQUARE VOWEL SIGN E"
"11A05","◌𑨅","ZANABAZAR SQUARE VOWEL SIGN OE"
"11A06","◌𑨆","ZANABAZAR SQUARE VOWEL SIGN O"
"11A07","◌𑨇","ZANABAZAR SQUARE VOWEL SIGN AI"
"11A08","◌𑨈","ZANABAZAR SQUARE VOWEL SIGN AU"
"11A09","◌𑨉","ZANABAZAR SQUARE VOWEL SIGN REVERSED I"
"11A0A","◌𑨊","ZANABAZAR SQUARE VOWEL LENGTH MARK"
"11A33","◌𑨳","ZANABAZAR SQUARE FINAL CONSONANT MARK"
"11A34","◌𑨴","ZANABAZAR SQUARE SIGN VIRAMA"
"11A35","◌𑨵","ZANABAZAR SQUARE SIGN CANDRABINDU"
"11A36","◌𑨶","ZANABAZAR SQUARE SIGN CANDRABINDU WITH ORNAMENT"
"11A37","◌𑨷","ZANABAZAR SQUARE SIGN CANDRA WITH ORNAMENT"
"11A38","◌𑨸","ZANABAZAR SQUARE SIGN ANUSVARA"
"11A39","◌𑨹","ZANABAZAR SQUARE SIGN VISARGA"
"11A3B","◌𑨻","ZANABAZAR SQUARE CLUSTER-FINAL LETTER YA"
"11A3C","◌𑨼","ZANABAZAR SQUARE CLUSTER-FINAL LETTER RA"
"11A3D","◌𑨽","ZANABAZAR SQUARE CLUSTER-FINAL LETTER LA"
"11A3E","◌𑨾","ZANABAZAR SQUARE CLUSTER-FINAL LETTER VA"
"11A47","◌𑩇","ZANABAZAR SQUARE SUBJOINER"
"11A51","◌𑩑","SOYOMBO VOWEL SIGN I"
"11A52","◌𑩒","SOYOMBO VOWEL SIGN UE"
"11A53","◌𑩓","SOYOMBO VOWEL SIGN U"
"11A54","◌𑩔","SOYOMBO VOWEL SIGN E"
"11A55","◌𑩕","SOYOMBO VOWEL SIGN O"
"11A56","◌𑩖","SOYOMBO VOWEL SIGN OE"
"11A57","◌𑩗","SOYOMBO VOWEL SIGN AI"
"11A58","◌𑩘","SOYOMBO VOWEL SIGN AU"
"11A59","◌𑩙","SOYOMBO VOWEL SIGN VOCALIC R"
"11A5A","◌𑩚","SOYOMBO VOWEL SIGN VOCALIC L"
"11A5B","◌𑩛","SOYOMBO VOWEL LENGTH MARK"
"11A8A","◌𑪊","SOYOMBO FINAL CONSONANT SIGN G"
"11A8B","◌𑪋","SOYOMBO FINAL CONSONANT SIGN K"
"11A8C","◌𑪌","SOYOMBO FINAL CONSONANT SIGN NG"
"11A8D","◌𑪍","SOYOMBO FINAL CONSONANT SIGN D"
"11A8E","◌𑪎","SOYOMBO FINAL CONSONANT SIGN N"
"11A8F","◌𑪏","SOYOMBO FINAL CONSONANT SIGN B"
"11A90","◌𑪐","SOYOMBO FINAL CONSONANT SIGN M"
"11A91","◌𑪑","SOYOMBO FINAL CONSONANT SIGN R"
"11A92","◌𑪒","SOYOMBO FINAL CONSONANT SIGN L"
"11A93","◌𑪓","SOYOMBO FINAL CONSONANT SIGN SH"
"11A94","◌𑪔","SOYOMBO FINAL CONSONANT SIGN S"
"11A95","◌𑪕","SOYOMBO FINAL CONSONANT SIGN -A"
"11A96","◌𑪖","SOYOMBO SIGN ANUSVARA"
"11A97","◌𑪗","SOYOMBO SIGN VISARGA"
"11A98","◌𑪘","SOYOMBO GEMINATION MARK"
"11A99","◌𑪙","SOYOMBO SUBJOINER"
"11C2F","◌𑰯","BHAIKSUKI VOWEL SIGN AA"
"11C30","◌𑰰","BHAIKSUKI VOWEL SIGN I"
"11C31","◌𑰱","BHAIKSUKI VOWEL SIGN II"
"11C32","◌𑰲","BHAIKSUKI VOWEL SIGN U"
"11C33","◌𑰳","BHAIKSUKI VOWEL SIGN UU"
"11C34","◌𑰴","BHAIKSUKI VOWEL SIGN VOCALIC R"
"11C35","◌𑰵","BHAIKSUKI VOWEL SIGN VOCALIC RR"
"11C36","◌𑰶","BHAIKSUKI VOWEL SIGN VOCALIC L"
"11C38","◌𑰸","BHAIKSUKI VOWEL SIGN E"
"11C39","◌𑰹","BHAIKSUKI VOWEL SIGN AI"
"11C3A","◌𑰺","BHAIKSUKI VOWEL SIGN O"
"11C3B","◌𑰻","BHAIKSUKI VOWEL SIGN AU"
"11C3C","◌𑰼","BHAIKSUKI SIGN CANDRABINDU"
"11C3D","◌𑰽","BHAIKSUKI SIGN ANUSVARA"
"11C3E","◌𑰾","BHAIKSUKI SIGN VISARGA"
"11C3F","◌𑰿","BHAIKSUKI SIGN VIRAMA"
"11C92","◌𑲒","MARCHEN SUBJOINED LETTER KA"
"11C93","◌𑲓","MARCHEN SUBJOINED LETTER KHA"
"11C94","◌𑲔","MARCHEN SUBJOINED LETTER GA"
"11C95","◌𑲕","MARCHEN SUBJOINED LETTER NGA"
"11C96","◌𑲖","MARCHEN SUBJOINED LETTER CA"
"11C97","◌𑲗","MARCHEN SUBJOINED LETTER CHA"
